fid,Baumnummer,Hoehe,Gattung,gebiet,Kronendurchm,pflanzjahr,strasse,Stammdurchm,longitude,latitude
"88716","6997","14","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"22",11.6566935799,52.0942017324
"88718","6999","6","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"19",11.6567965608,52.0940845672
"88719","7000","8","Acer negundo, Eschenahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"37",11.6568387269,52.0940226425
"88720","7001","6","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"38",11.6569035374,52.0939756755
"88721","7002","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"45",11.6570150531,52.0939726209
"88722","7003","13","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"26",11.6570703821,52.0939307239
"88725","7006","12","Acer campestre, Feldahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"45",11.6572252574,52.0929648704
"88726","7007","12","Acer campestre, Feldahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"32",11.6572232911,52.0930054740
"88727","7008","12","Acer campestre, Feldahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"48",11.6571859794,52.0930385112
"88728","7009","8","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"28",11.6572316922,52.0930559162
"88729","7010","8","Juglans regia, Walnuss",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"24",11.6095891740,52.1644795252
"88730","7011","16","Betula pendula, Sandbirke",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"32",11.6096141499,52.1645389557
"88731","7012","16","Larix decidua, Europäische Lärche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"30",11.6096023167,52.1645891288
"88732","7013","12","Salix alba 'Tristis', Trauerweide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,,11.6095941778,52.1646424577
"88733","7014","14","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,"38",11.6095950661,52.1646801187
"88734","7015","13","Larix decidua, Europäische Lärche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"16",11.6095694482,52.1646996611
"88735","7016","12","Salix alba 'Tristis', Trauerweide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"58",11.6095908286,52.1647326418
"88736","7017","4","Malus sylvestris (communis), Wildapfel",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"14",11.6095698220,52.1647984860
"88737","7018","16","Larix decidua, Europäische Lärche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"19",11.6095679555,52.1648690325
"88738","7019","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"31",11.6095524728,52.1648893397
"88739","7020","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"35",11.6095636987,52.1649137320
"88740","7021","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"18",11.6095533991,52.1649301475
"88741","7022","14","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"19",11.6095597241,52.1649482633
"88742","7023","1","Salix alba 'Tristis', Trauerweide",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"43",11.6095478850,52.1649858463
"88743","7024","2","Salix alba 'Tristis', Trauerweide",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"70",11.6095523888,52.1650477984
"88744","7025","2","Salix ""Tortuosa"", Dauerwellen-Weide - Korkenzieher-Weide",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"31",11.6095506164,52.1651074613
"88746","7028","13","Pinus strobus, Weymouthskiefer",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"20",11.6095351706,52.1652658104
"88748","7030","4","Pinus strobus, Weymouthskiefer",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"32",11.6095399828,52.1654204735
"88749","7031","14","Juglans regia, Walnuss",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,"52",11.6027724775,52.1318050732
"88751","7034","12","Juglans regia, Walnuss",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"40",11.5756981886,52.1325937662
"88752","7035","5","Rhus typhina, Essigbaum",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"28",11.5761267442,52.1325978892
"88753","7036","15","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"42",11.6815552138,52.1268523547
"88754","7037","15","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"37",11.6816405856,52.1269138140
"88755","7038","16","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"50",11.6816501651,52.1268349057
"88756","7039","12","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"22",11.6815982821,52.1268444499
"88757","7040","15","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"134",11.6817111067,52.1268156224
"88758","7041","15","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"48",11.6818214487,52.1268062766
"88759","7042","16","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"57",11.6817893444,52.1268823701
"88760","7043","12","Juglans regia, Walnuss",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"43",11.6819064701,52.1268618981
"88762","7045","13","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"26",11.6819395408,52.1269575524
"88764","7047","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"68",11.6820128814,52.1270935690
"88765","7048","13","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"76",11.6818798221,52.1271236667
"88766","7049","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"159",11.6820393996,52.1271628425
"88768","7051","10","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,,,Bäume - Liegenschaftsservice,"28",11.6819738565,52.1272028250
"88769","7052","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"89",11.6820593693,52.1272155378
"88770","7053","13","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,13,,Bäume - Liegenschaftsservice,"191",11.6820724932,52.1272515716
"88771","7054","13","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"127",11.6820813205,52.1272890521
"88772","7056","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"96",11.6821213501,52.1273570288
"88773","7057","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"76",11.6821300706,52.1273805724
"88774","7058","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"40",11.6821457902,52.1274014385
"88775","7059","8","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"22",11.6815397187,52.1268595421
"88777","7060","8","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"32",11.6816403940,52.1269373805
"88778","7061","12","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"29",11.6815930825,52.1269524865
"88779","7062","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"96",11.6816424115,52.1269733973
"88780","7063","10","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,,11.6816602758,52.1269983516
"88781","7064","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"50",11.6816712979,52.1270261595
"88782","7065","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"58",11.6817026019,52.1270607903
"88783","7066","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"40",11.6816730980,52.1270731529
"88784","7067","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"70",11.6816305634,52.1270412956
"88785","7068","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"73",11.6816661888,52.1270967823
"88786","7069","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"159",11.6816907251,52.1271452368
"88787","7070","12","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"83",11.6817578433,52.1271898445
"88788","7071","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"382",11.6817596907,52.1272522152
"88789","7072","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,14,,Bäume - Liegenschaftsservice,"255",11.6818446192,52.1273257353
"88790","7073","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"182",11.6822188714,52.1275525694
"88791","7074","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"153",11.6822747466,52.1276289089
"88792","7075","16","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"89",11.6823068785,52.1278450931
"88793","7076","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"51",11.6823648025,52.1279214758
"88794","7077","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"48",11.6824292922,52.1280098499
"88795","7078","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"48",11.6824446553,52.1280320731
"88796","7079","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,"191",11.6825403836,52.1282487882
"89054","7367","14","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"51",11.6973807201,52.1363921657
"89055","7368","13","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"54",11.6972614741,52.1363681851
"89056","7375","12","Acer negundo, Eschenahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"20",11.5943192970,52.1562656521
"89057","7376","9","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"51",11.5942512546,52.1562672395
"89058","7377","8","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"14",11.5941813868,52.1562676080
"89059","7378","9","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"13",11.5941184488,52.1562564028
"89060","7379","11","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"34",11.5937890832,52.1562497112
"89061","7380","8","Acer negundo, Eschenahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"26",11.5934208108,52.1562251693
"89062","7381","12","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"22",11.5933909432,52.1562219594
"89063","7382","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"51",11.5933031146,52.1562252405
"89064","7383","9","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"33",11.5932722350,52.1562197147
"89065","7384","10","Salix ""Tortuosa"", Dauerwellen-Weide - Korkenzieher-Weide",Liegenschaftsservice,11,,Bäume - Liegenschaftsservice,"70",11.5933045270,52.1561539850
"89067","7385","10","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"32",11.5931696053,52.1561545249
"89068","7386","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,11,,Bäume - Liegenschaftsservice,"43",11.5930536469,52.1561668781
"89069","7387","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"32",11.5929646496,52.1561626306
"89070","7388","7","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"17",11.5929186524,52.1561711964
"89071","7389","4","Juglans regia, Walnuss",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"10",11.5929107302,52.1561657051
"89072","7390","5","Prunus avium, Vogelkirsche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"17",11.5928519238,52.1561652000
"89073","7391","9","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"15",11.5927424105,52.1561676986
"89074","7392","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"26",11.5926074988,52.1561633815
"89075","7393","20","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,"79",11.5925008348,52.1561922567
"89076","7394","20","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,"59",11.5924685418,52.1562605043
"89077","7395","5","Salix caprea 'Mas', Echte Sal-Weide",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"10",11.5924604073,52.1562790289
"89078","7396","20","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"70",11.5924392419,52.1563249089
"89079","7397","20","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,"55",11.5927046518,52.1563003664
"89080","7398","19","Populus nigra ""Italica"", Italienische Pyramiden-Pappel",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"52",11.5927309238,52.1561989771
"89081","7399","19","Populus nigra ""Italica"", Italienische Pyramiden-Pappel",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"72",11.5928275122,52.1562432565
"89082","7400","12","Populus spec., Pappel",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"65",11.5928959186,52.1562278128
"89083","7401","14","Populus nigra ""Italica"", Italienische Pyramiden-Pappel",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"51",11.5928284455,52.1563096043
"89084","7402","9","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"16",11.5930762277,52.1562207890
"89085","7403","7","Pyrus spec., Birne",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"22",11.5932190278,52.1563205275
"89086","7404","12","Acer negundo, Eschenahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"48",11.5933970341,52.1562764129
"89087","7405","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"60",11.5934192875,52.1562794306
"89088","7406","12","Acer negundo, Eschenahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"32",11.5934327038,52.1563693351
"89089","7407","18","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,"60",11.5934315367,52.1565001189
"89090","7408","11","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"22",11.5932323227,52.1565843592
"89091","7409","16","Populus spec., Pappel",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"61",11.5929924188,52.1566050145
"89092","7410","10","Salix spec., Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"127",11.5929033496,52.1566272079
"89093","7411","12","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"24",11.5929201274,52.1566995022
"89094","7412","13","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"26",11.5927899970,52.1567020048
"89095","7413","10","Salix spec., Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"80",11.5927903712,52.1564745638
"89096","7414","6","Salix spec., Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"130",11.5928767616,52.1564113314
"89097","7415","24","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"71",11.5924386881,52.1563883217
"89098","7416","24","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"72",11.5924240055,52.1564400845
"89099","7417","24","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"82",11.5924233679,52.1564995422
"89100","7418","24","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"69",11.5924167009,52.1565483409
"89101","7419","24","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"78",11.5924224670,52.1565972259
"89102","7420","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"13",11.5923953027,52.1566254317
"89103","7421","20","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"98",11.5923981782,52.1566547756
"89104","7422","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"17",11.5923555261,52.1566253172
"89105","7423","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"20",11.5923427969,52.1566427738
"89106","7424","8","Robinia pseudoacacia, Robinie",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"16",11.5923347088,52.1566545526
"89107","7425","24","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"61",11.5923721480,52.1567200975
"89108","7426","14","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"26",11.5923294869,52.1567131219
"89109","7427","18","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"72",11.5923589728,52.1567776726
"89110","7428","24","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"91",11.5923617868,52.1568235649
"89111","7429","24","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"68",11.5923597767,52.1568694734
"89112","7430","24","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"59",11.5923544400,52.1569260667
"89113","7431","24","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"60",11.5923364143,52.1569806908
"89114","7432","24","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"75",11.5923298297,52.1570158183
"89115","7433","14","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"23",11.5922721780,52.1570653785
"89116","7434","14","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"22",11.5923056232,52.1570596969
"89117","7435","10","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"12",11.5923133893,52.1570675299
"89118","7436","10","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"17",11.5923292285,52.1570733867
"89119","7437","14","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"20",11.5923435289,52.1570754104
"89121","7439","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"52",11.5924482680,52.1570838087
"89122","7440","13","Quercus robur, Stieleiche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"21",11.5924987048,52.1570811707
"89123","7441","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"35",11.5925197845,52.1570740523
"89124","7442","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"50",11.5925135944,52.1570807533
"89125","7443","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"30",11.5925001240,52.1570904922
"89126","7444","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"19",11.5925132303,52.1570946105
"89127","7445","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"16",11.5925238489,52.1570986936
"89128","7446","10","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"33",11.5925354784,52.1570899845
"89129","7447","10","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"19",11.5925408186,52.1570862698
"89130","7448","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"30",11.5925483542,52.1570800788
"89131","7449","10","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"19",11.5925641360,52.1570849477
"89132","7450","10","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"9",11.5925705555,52.1570771624
"89133","7451","17","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"32",11.5924715507,52.1570315870
"89134","7452","16","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"26",11.5924851363,52.1570288601
"89135","7453","19","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"102",11.5924097238,52.1569565063
"89136","7454","9","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"26",11.5924494958,52.1569615670
"89137","7455","8","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"24",11.5924509148,52.1569683705
"89138","7456","9","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"16",11.5924572457,52.1569615764
"89139","7457","8","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"47",11.5924800641,52.1569089153
"89140","7458","16","Populus nigra ""Italica"", Italienische Pyramiden-Pappel",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"34",11.5924212987,52.1569116465
"89141","7459","18","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"46",11.5925375694,52.1568593582
"89142","7460","18","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"115",11.5926093701,52.1568167711
"89143","7461","16","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"76",11.5926150907,52.1568095408
"89144","7462","14","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"31",11.5925448172,52.1567627040
"89145","7463","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"41",11.5925278074,52.1567216204
"89146","7464","15","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"26",11.5925628293,52.1567430629
"89147","7465","14","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"18",11.5925696141,52.1566661136
"89148","7466","16","Populus nigra ""Italica"", Italienische Pyramiden-Pappel",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,"24",11.5926101756,52.1565539782
"89149","7467","16","Populus nigra ""Italica"", Italienische Pyramiden-Pappel",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"22",11.5926226682,52.1565852688
"89150","7468","18","Populus nigra ""Italica"", Italienische Pyramiden-Pappel",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"68",11.5926498433,52.1565647967
"89151","7469","18","Populus nigra ""Italica"", Italienische Pyramiden-Pappel",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"56",11.5926957747,52.1565777256
"89152","7470","16","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"24",11.5927005212,52.1565864343
"89153","7471","18","Populus spec., Pappel",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"64",11.5927112765,52.1566079608
"89154","7472","17","Populus spec., Pappel",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"43",11.5926651130,52.1566312787
"89155",,"17","Populus spec., Pappel",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"33",11.5926396841,52.1566390324
"89156","7473","16","Populus spec., Pappel",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"43",11.5926048202,52.1566379106
"89157","7474","14","Populus nigra ""Italica"", Italienische Pyramiden-Pappel",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"25",11.5925986151,52.1566518963
"89158","7475","18","Populus nigra ""Italica"", Italienische Pyramiden-Pappel",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"32",11.5927252391,52.1567701571
"89159","7476","18","Populus spec., Pappel",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"32",11.5927227263,52.1567822629
"89160","7477","14","Populus spec., Pappel",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"20",11.5927251576,52.1567964184
"89161","7478","12","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"38",11.5927420305,52.1568175405
"89162","7479","10","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"20",11.5931855167,52.1568430381
"89163","7480","17","Betula pendula, Sandbirke",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"22",11.5931959546,52.1567434359
"89164","7481","10","Acer negundo, Eschenahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"29",11.5932402487,52.1567558611
