fid,Baumnummer,Hoehe,Gattung,gebiet,Kronendurchm,pflanzjahr,strasse,Stammumfang,longitude,latitude
"98276",,"5","Sorbus aucuparia 'Fastigiata', Säulen-Eberesche",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,20,11.6906734673,52.1497634672
"98277",,"5","Sorbus aucuparia 'Fastigiata', Säulen-Eberesche",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,20,11.6907017873,52.1497071417
"98278",,"5","Sorbus aucuparia 'Fastigiata', Säulen-Eberesche",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,20,11.6905036540,52.1495389169
"98279",,"5","Sorbus aucuparia 'Fastigiata', Säulen-Eberesche",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,18,11.6903809884,52.1493777731
"98280",,"5","Sorbus aucuparia 'Fastigiata', Säulen-Eberesche",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,18,11.6904123414,52.1493204267
"98588",,"12","Betula papyrifera, Papierbirke",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,90,11.6885086356,52.1230036552
"98738","6661","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,12,"1950",Bäume - Liegenschaftsservice,377,11.6705564830,52.0684013388
"98742","6665","15","Larix spec., Lärche",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,130,11.6708701476,52.0682901739
"98743","6666","3","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,53,11.6709153274,52.0682378880
"98859","4807","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,110,11.6020732681,52.1513425726
"98860","4808","3","Thuja spec., Lebensbaum",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,100,11.6019469546,52.1513225186
"98893",,"8","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,53,11.6557511805,52.0951395645
"98894",,"6","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,58,11.6553331378,52.0949969127
"98910","7082","5","Crataegus monogyna, Eingriffeliger Weißdorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,60,11.6606514429,52.2152325741
"98911","7083","10","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,80,11.6609735440,52.2151714390
"98912","7084","11","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,100,11.6609497176,52.2151818689
"98913","7085","11","Tilia spec., Linde",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,100,11.6609207250,52.2151818036
"98914","7086","10","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,100,11.6608901384,52.2151967027
"98915","7087","12","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,100,11.6608768438,52.2152192154
"98916","7088","8","Prunus mahaleb, Weichselkirsche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,60,11.6608679541,52.2152370423
"98917","7089","8","Tilia cordata, Winterlinde",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,120,11.6608590782,52.2152379620
"98918","7097","10","Acer negundo, Eschenahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,80,11.6609949613,52.2152357956
"98919","7098","12","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,100,11.6609997815,52.2152233664
"98920","7099","10","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,110,11.6610140410,52.2152096450
"98921","7100","10","Acer negundo, Eschenahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,75,11.6610264283,52.2152037899
"98922","7101","10","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,100,11.6610430283,52.2151875876
"98923","7102","10","Acer negundo, Eschenahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,150,11.6610594421,52.2151756162
"98925","7104","15","Populus canescens, Graupappel",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,250,11.6611482381,52.2152111137
"98926","7105","8","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,100,11.6611246056,52.2152345792
"99016","7081","5","Crataegus monogyna, Eingriffeliger Weißdorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,250,11.6605768421,52.2152043102
"99017","7091","12","Tilia spec., Linde",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,120,11.6607470188,52.2152027194
"99018","7092","8","Crataegus monogyna, Eingriffeliger Weißdorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,60,11.6607308227,52.2152232292
"99019","7093","12","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,50,11.6607749530,52.2151752899
"99020",,"6","Prunus avium, Vogelkirsche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,,11.6608223666,52.2151994008
"99021","7094","4","Acer negundo, Eschenahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,60,11.6201451463,52.1742548919
"99022","7095","6","Aesculus hippocastanum, Roßkastanie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,90,11.6200159986,52.1742923851
"99023","7106","5","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,70,11.6192090280,52.1745190430
"99024","7107","6","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,85,11.6191313670,52.1745241856
"99025",,"0",Leerstelle,Liegenschaftsservice,,,Bäume - Liegenschaftsservice,,11.6196409216,52.1744460467
"99027","7108","16","Salix spec., Weide",Liegenschaftsservice,14,,Bäume - Liegenschaftsservice,480,11.6606515783,52.2151466875
"99028","7109","8","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,65,11.6607956995,52.2151623215
"99029","7110","10","Crataegus monogyna, Eingriffeliger Weißdorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,100,11.6608090453,52.2151455632
"99030","7111","10","Tilia spec., Linde",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,50,11.6608621790,52.2151771891
"99031","7112","10","Acer negundo, Eschenahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,70,11.6610271011,52.2151464890
"99044",,"10","Acer negundo, Eschenahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,240,11.6608866200,52.2151721411
"99054","7080","8","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,65,11.6995991775,52.1354073356
"99636",,"0",Leerstelle,Liegenschaftsservice,,,Bäume - Liegenschaftsservice,,11.6706850069,52.0684210520
"99637",,"0",Leerstelle,Liegenschaftsservice,,,Bäume - Liegenschaftsservice,,11.6708403119,52.0683159416
"99672","8136","18","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,16,,Bäume - Liegenschaftsservice,350,11.5950233368,52.1321859404
"99673","8137","14","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,140,11.5949706707,52.1321824236
"99674","8138","14","Gleditsia triacanthos, Gleditschie",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,82,11.5949242752,52.1321811969
"99675","8139","6","Prunus spinosa, Schlehdorn - Schwarzdorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,200,11.5948562715,52.1321501394
"99676","8140","16","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,250,11.5947230731,52.1321866159
"99677","8141","16","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,11,,Bäume - Liegenschaftsservice,150,11.5947092562,52.1321978017
"99678","8142","14","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,340,11.5946799906,52.1322172414
"99685","8144","14","Juglans regia, Walnuss",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,175,11.5946301918,52.1323812014
"99687","8146","12","Prunus avium, Vogelkirsche",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,160,11.5950215801,52.1322839131
"99688","8148","14","Betula pendula, Sandbirke",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,130,11.5732748837,52.1352658175
"99689","8149","6","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,39,11.6026238616,52.1646583225
"99690","8150","3","Crataegus spec., Weißdorn",Liegenschaftsservice,2.5,,Bäume - Liegenschaftsservice,35,11.6026444465,52.1646301697
"99876","8151","3","Crataegus spec., Weißdorn",Liegenschaftsservice,2.5,,Bäume - Liegenschaftsservice,30,11.6026609650,52.1645749477
"99877","8152","4","Acer negundo, Eschenahorn",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,24,11.6026080209,52.1645222485
"99878","8154","5","Prunus padus, Traubenkirsche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,38,11.6026613340,52.1645361797
"99879","8155","5","Crataegus spec., Weißdorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,55,11.6026763817,52.1645158831
"99881","8156","7","Acer negundo, Eschenahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,300,11.6026280101,52.1644388018
"99882","8157","6","Prunus padus, Traubenkirsche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,37,11.6026782649,52.1644304080
"99883","8158","3","Crataegus spec., Weißdorn",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,35,11.6026775824,52.1643811414
"99884","8159","4","Acer negundo, Eschenahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,41,11.6026770399,52.1643292638
"99885","8160","8","Acer negundo, Eschenahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,130,11.6026297342,52.1642403782
"101195",,"0",unbekannt,Liegenschaftsservice,,,Bäume - Liegenschaftsservice,,11.6825703186,52.0581409525
"101196",,"0",unbekannt,Liegenschaftsservice,,,Bäume - Liegenschaftsservice,,11.6822566911,52.0581952204
"101197",,"0",unbekannt,Liegenschaftsservice,,,Bäume - Liegenschaftsservice,,11.6823775568,52.0582401320
"101198",,"0",unbekannt,Liegenschaftsservice,,,Bäume - Liegenschaftsservice,,11.6820408608,52.0583963688
"101199",,"0",unbekannt,Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,,11.6825365170,52.0574942969
"101200",,"0",unbekannt,Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,,11.6816935752,52.0584854862
"101201",,"0",unbekannt,Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,,11.6817568570,52.0584410575
"101202",,"0",unbekannt,Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,,11.6816940765,52.0584208132
"101203",,"0",unbekannt,Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,,11.6817377213,52.0583116304
"101204",,"0",unbekannt,Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,,11.6818146939,52.0582595154
"101205",,"0",unbekannt,Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,,11.6818415192,52.0581812927
"101206",,"0",unbekannt,Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,,11.6819308796,52.0579975038
"101207",,"0",unbekannt,Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,,11.6819009738,52.0580730088
"101208",,"0",unbekannt,Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,,11.6819688675,52.0578937558
"101400","1131","0",Leerstelle,Liegenschaftsservice,,,Bäume - Liegenschaftsservice,,11.6834657722,52.1520098056
"101401","1133","0",Leerstelle,Liegenschaftsservice,,,Bäume - Liegenschaftsservice,,11.6834545275,52.1521446782
"101609","8163","26","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,120,11.5938855907,52.0817693996
"101610","8164","27","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,160,11.5939278206,52.0817701784
"101611","8165","26","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,130,11.5939585910,52.0817721988
"101612","8166","26","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,175,11.5939842851,52.0817722625
"101613","8167","9","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,,,Bäume - Liegenschaftsservice,265,11.5940109320,52.0817736543
"101752",,"9","Abies spec., Tanne",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,120,11.6164824049,52.1707376796
"101863",,"14","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,178,11.5994226720,52.1453507346
"101931","8091","0",Leerstelle,Liegenschaftsservice,,,Bäume - Liegenschaftsservice,,11.6506802331,52.0823946924
"102222",,"13","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,68,11.6333172187,52.0459536404
"102223","2513","0",unbekannt,Liegenschaftsservice,,,Bäume - Liegenschaftsservice,,11.6115890168,52.1430774293
"102224","2526","0",unbekannt,Liegenschaftsservice,,,Bäume - Liegenschaftsservice,,11.6112354793,52.1431056763
"102658",,"18","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,189,11.5994200923,52.1453315464
"102659",,"4","Salix spec., Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,63,11.5994121749,52.1453436817
"102661",,"10","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,128,11.5994362025,52.1452066378
"102666",,"10","Betula pendula, Sandbirke",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,100,11.6890511198,52.1229696037
"102667",,"12","Betula pendula, Sandbirke",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,100,11.6889693734,52.1229392734
"103055","3572","0",Leerstelle,Liegenschaftsservice,,,Bäume - Liegenschaftsservice,,11.7403272255,52.1824576979
"103261","8169","10","Betula pendula, Sandbirke",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,100,11.6600951946,52.1728735735
"103263","8171","14","Betula pendula, Sandbirke",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,120,11.6599674157,52.1727961482
"103811",,"22","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,300,11.6118402163,52.0586317625
"103813",,"9","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,80,11.6116977290,52.0586126192
"103814",,"9","Acer spec., Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,110,11.6116069270,52.0586216474
"103815",,"28","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,370,11.6115312698,52.0586226954
"103817",,"25","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,300,11.6109306108,52.0586273791
"103822",,"28","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,155,11.6106260321,52.0586356595
"103823",,"28","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,90,11.6103531068,52.0586413490
"103825",,"22","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,110,11.6102397343,52.0586336095
"103826",,"24","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,180,11.6101897544,52.0586396634
"103829",,"20","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,135,11.6099108437,52.0586427866
"103830",,"20","Alnus glutinosa, Schwarzerle",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,100,11.6098029023,52.0586306096
"103831",,"16","Alnus glutinosa, Schwarzerle",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,150,11.6095674834,52.0586440097
"103832",,"25","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,160,11.6093900309,52.0586482111
"103833",,"23","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,190,11.6092241144,52.0586500882
"103835",,"22","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,160,11.6091044863,52.0586401480
"103836",,"25","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,135,11.6090428631,52.0586541934
"103837",,"16","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,105,11.6088807774,52.0586442042
"103838",,"27","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,185,11.6087997579,52.0586533732
"103839",,"25","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,140,11.6087070853,52.0586578540
"103840",,"24","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,205,11.6086260892,52.0586599178
"103841",,"6","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,75,11.6086223706,52.0586361684
"103842",,"27","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,145,11.6085103918,52.0586548361
"103844",,"15","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,140,11.6083174683,52.0586589289
"103845",,"28","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,180,11.6082362942,52.0586729572
"103846",,"28","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,165,11.6080320319,52.0586627318
"103848",,"11","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,160,11.6079097749,52.0586802776
"103849",,"28","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,195,11.6078833981,52.0586682712
"103851",,"14","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,150,11.6076300438,52.0586593119
"103852",,"11","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,80,11.6075946376,52.0586600958
"103857",,"9","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,65,11.6070698090,52.0586892509
"103858",,"25","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,14,,Bäume - Liegenschaftsservice,190,11.6070832779,52.0586775315
"103892",,"12","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,100,11.6076815151,52.0586613199
"103926",,"5","Prunus serrulata 'Kanzan', Zierkirsche Kanzan",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,155,11.6019686122,52.1311584178
"103927",,"8","Fagus sylvatica, Rotbuche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,70,11.6020002783,52.1311852374
"103928",,"8","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,110,11.6020187776,52.1311892355
"103929",,"10","Juglans regia, Walnuss",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,55,11.6020570563,52.1311891098
"103930",,"13","Fagus sylvatica, Rotbuche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,70,11.6020933428,52.1311848913
"103931",,"14","Fagus sylvatica, Rotbuche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,65,11.6021565114,52.1311906011
