fid,Baumnummer,Hoehe,Gattung,gebiet,Kronendurchm,pflanzjahr,strasse,Stammumfang,longitude,latitude
"96022","7980","5","Sorbus aria, Mehlbeere",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,30,11.6892064910,52.1473282728
"96024","7982","5","Ulmus spec., Ulme",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,22,11.6891043941,52.1471745107
"96025","7983","7","Ulmus spec., Ulme",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,30,11.6890076463,52.1470700939
"96026","7984","7","Ulmus spec., Ulme",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,30,11.6889161555,52.1470413345
"96027","7985","5","Sorbus aria, Mehlbeere",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,25,11.6888894757,52.1470061503
"96032","7989","5","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,40,11.6887104819,52.1469832541
"96033","7990","5","Sorbus aria, Mehlbeere",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,30,11.6886256299,52.1470961654
"96034","7991","5","Sorbus aria, Mehlbeere",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,22,11.6886008071,52.1470141743
"96035","7992","5","Sorbus aria, Mehlbeere",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,30,11.6884910466,52.1470606546
"96036","7993","5","Sorbus aria, Mehlbeere",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,30,11.6884678625,52.1469815938
"96037","7994","5","Sorbus aria, Mehlbeere",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,25,11.6883581935,52.1470223162
"96038","7995","7","Ulmus spec., Ulme",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,50,11.6883349295,52.1469589054
"96039","7996","6","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,40,11.6884017284,52.1469248265
"96040","7997","8","Ulmus spec., Ulme",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,52,11.6882300178,52.1469888173
"96041","7998","8","Ulmus spec., Ulme",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,50,11.6881781258,52.1469379304
"96042","7999","5","Sorbus aria, Mehlbeere",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,25,11.6880780689,52.1469610765
"96043","8000","9","Acer saccharinum, Silberahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,31,11.6880806753,52.1472566226
"96044","8001","9","Acer saccharinum, Silberahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,31,11.6880739959,52.1473180185
"96045","8002","9","Acer saccharinum, Silberahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,31,11.6879441547,52.1472932806
"96046","8003","5","Sorbus aria, Mehlbeere",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,22,11.6876122388,52.1469159417
"96047","8004","5","Carpinus betulus, Hainbuche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,23,11.6868385373,52.1467201733
"96048","8006","6","Carpinus betulus, Hainbuche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,22,11.6867824693,52.1467261278
"96049","8007","6","Carpinus betulus, Hainbuche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,47,11.6866634607,52.1467210166
"96050","8008","4","Carpinus betulus, Hainbuche",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,16,11.6866747603,52.1466974667
"96051","8009","11","Ulmus carpinifolia, Feld-Rüster - Feld-Ulme",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,63,11.6865240246,52.1466801283
"96052","8010","6","Carpinus betulus, Hainbuche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,16,11.6865171694,52.1467070842
"96053","8011","5","Carpinus betulus, Hainbuche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,16,11.6865137801,52.1467430442
"96054","8012","6","Carpinus betulus, Hainbuche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,28,11.6864352528,52.1467790081
"96055","8013","4","Carpinus betulus, Hainbuche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,16,11.6864228651,52.1467383715
"96056","8014","4","Carpinus betulus, Hainbuche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,22,11.6864113101,52.1466969965
"96057","8015","5","Carpinus betulus, Hainbuche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,22,11.6863645790,52.1466759383
"96058","8016","4","Carpinus betulus, Hainbuche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,16,11.6863536689,52.1467205233
"96059","8017","5","Carpinus betulus, Hainbuche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,22,11.6863405582,52.1467649786
"96060","8018","4","Carpinus betulus, Hainbuche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,22,11.6863657600,52.1468096399
"96061","8019","4","Carpinus betulus, Hainbuche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,22,11.6863783909,52.1468470334
"96062","8020","4","Carpinus betulus, Hainbuche",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,22,11.6863649673,52.1469348429
"96063","8021","10","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,63,11.6863332991,52.1468993222
"96064","8022","3","Carpinus betulus, Hainbuche",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,16,11.6863259292,52.1468691831
"96066","8023","4","Carpinus betulus, Hainbuche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,22,11.6863144986,52.1468298737
"96067","8024","7","Carpinus betulus, Hainbuche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,50,11.6862720604,52.1468048507
"96068","8025","4","Carpinus betulus, Hainbuche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,22,11.6862904644,52.1467609043
"96069","8026","3","Carpinus betulus, Hainbuche",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,16,11.6863027206,52.1467046874
"96070","8027","5","Carpinus betulus, Hainbuche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,16,11.6862528156,52.1466697622
"96071","8028","3","Carpinus betulus, Hainbuche",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,16,11.6862307142,52.1467712592
"96072","8029","3","Carpinus betulus, Hainbuche",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,19,11.6862579438,52.1468447423
"96073","8030","3","Carpinus betulus, Hainbuche",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,19,11.6862821237,52.1468894269
"96074","8031","4","Carpinus betulus, Hainbuche",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,16,11.6863364253,52.1469633722
"96075","8032","9","Quercus coccinea, Scharlach-Eiche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,28,11.6860935276,52.1467361647
"96076","8033","9","Quercus coccinea, Scharlach-Eiche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,28,11.6861358236,52.1466301606
"96077","8034","7","Quercus coccinea, Scharlach-Eiche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,28,11.6859653754,52.1466277497
"96078","8035","6","Carpinus betulus, Hainbuche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,22,11.6823561827,52.1458045999
"96079","8036","5","Carpinus betulus, Hainbuche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,22,11.6825547244,52.1457540363
"96080","8037","6","Carpinus betulus, Hainbuche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,19,11.6826505942,52.1457706501
"96081","8038","5","Acer campestre, Feldahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,57,11.6826597985,52.1458191835
"96082","8039","6","Carpinus betulus, Hainbuche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,16,11.6827334710,52.1457997002
"96084","8041","8","Carpinus betulus, Hainbuche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,72,11.6833138753,52.1459272312
"96085","8042","8","Carpinus betulus, Hainbuche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,60,11.6834308102,52.1459440842
"96086","8043","5","Carpinus betulus, Hainbuche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,53,11.6835340009,52.1459706029
"96087","8044","5","Carpinus betulus, Hainbuche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,45,11.6836327317,52.1459861615
"96088","8045","7","Carpinus betulus, Hainbuche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,40,11.6837159781,52.1459946082
"96089","8046","6","Carpinus betulus, Hainbuche",Liegenschaftsservice,2.5,,Bäume - Liegenschaftsservice,40,11.6838170720,52.1460032780
"96090","8047","5","Carpinus betulus, Hainbuche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,35,11.6840050177,52.1460227370
"96091","8048","9","Carpinus betulus, Hainbuche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,63,11.6839973705,52.1459580736
"96092","8049","6","Alnus glutinosa, Schwarzerle",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,22,11.6841226949,52.1460317516
"96093","8050","6","Sorbus aria, Mehlbeere",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,30,11.6843205846,52.1460529654
"96094","8051","7","Carpinus betulus, Hainbuche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,50,11.6844042278,52.1459951229
"96095","8052","8","Ulmus spec., Ulme",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,48,11.6844194836,52.1460615947
"96096","8053","5","Sorbus aria, Mehlbeere",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,30,11.6845071421,52.1460729081
"96097","8055","4","Alnus glutinosa, Schwarzerle",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,16,11.6847116337,52.1460969386
"96098","8056","5","Sorbus aria, Mehlbeere",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,30,11.6849204506,52.1461321117
"96099","8058","5","Alnus glutinosa, Schwarzerle",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,30,11.6851653144,52.1461687115
"96100","8059","7","Sorbus aria, Mehlbeere",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,33,11.6859883614,52.1462083240
"96102","8061","5","Alnus glutinosa, Schwarzerle",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,30,11.6860848498,52.1462376013
"96103","8062","4","Sorbus aria, Mehlbeere",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,25,11.6863652976,52.1463310339
"96106","8065","6","Ulmus spec., Ulme",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,35,11.6866460270,52.1463927135
"96107","8066","7","Ulmus spec., Ulme",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,35,11.6867517505,52.1464054121
"96108","8067","7","Ulmus spec., Ulme",Liegenschaftsservice,3.5,,Bäume - Liegenschaftsservice,40,11.6868527542,52.1464222652
"96109","8068","4","Alnus glutinosa, Schwarzerle",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,19,11.6869538442,52.1464308424
"96110","8069","5","Sorbus aria, Mehlbeere",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,22,11.6870594219,52.1464435441
"96111","8070","5","Sorbus aria, Mehlbeere",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,30,11.6872729404,52.1464717711
"96113","8072","4","Alnus glutinosa, Schwarzerle",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,22,11.6878188252,52.1465549214
"96114","8073","3","Alnus glutinosa, Schwarzerle",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,22,11.6883628287,52.1466116721
"96115","13","7","Prunus avium, Vogelkirsche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,40,11.5457080260,52.0805424133
"96116","1096","5","Ulmus spec., Ulme",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,30,11.6913701582,52.1497580309
"96120","1148","4","Acer campestre, Feldahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,75,11.6835715564,52.1521666662
"96121","1153","9","Acer campestre, Feldahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,75,11.6833898042,52.1521787867
"96122","1210","22","Robinia pseudoacacia, Robinie",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,225,11.6826324123,52.1525491190
"96124","1212","22","Robinia pseudoacacia, Robinie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,150,11.6826702775,52.1526050040
"96131","1086","5","Sorbus aucuparia 'Fastigiata', Säulen-Eberesche",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,20,11.6903331175,52.1492253917
"96135","1246","12","Tilia spec., Linde",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,67,11.6823632434,52.1531979854
"96136","1247","15","Tilia spec., Linde",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,80,11.6823510142,52.1532377437
"96137","1248","15","Quercus robur, Stieleiche",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,96,11.6824024119,52.1532560892
"96138","1250","16","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,104,11.6823334627,52.1532959691
"96139","1251","14","Quercus robur, Stieleiche",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,95,11.6824028953,52.1533054506
"96141","1336","5","Morus alba, Weißer Maulbeerbaum",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,80,11.6913906725,52.1510302573
"96142","1352","8","Ulmus laevis, Flatterulme",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,50,11.6914282382,52.1505859410
"96143","1372","12","Tilia spec., Linde",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,80,11.6845075150,52.1469560286
"96144","1379","9","Quercus robur, Stieleiche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,113,11.6849251445,52.1486777005
"96145","3196","13","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,63,11.6505497196,52.0997921336
"96146","6111","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,53,11.6985822260,52.1334655203
"96147","6446","0",Leerstelle,Liegenschaftsservice,,,Bäume - Liegenschaftsservice,,11.7001350807,52.1346655296
"96148","6453","0",Leerstelle,Liegenschaftsservice,,,Bäume - Liegenschaftsservice,,11.7003113294,52.1345761459
"96149",,"4","Tilia x vulgaris, Europäische Linde",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,16,11.5947828525,52.1330062730
"96150",,"5","Salix alba 'Tristis', Trauerweide",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,25,11.5950128313,52.1332494169
"96151",,"3","Quercus robur, Stieleiche",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,16,11.5954118185,52.1333580801
"96152",,"4","Sorbus aucuparia, Eberesche (Vogelbeere)",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,16,11.5955047272,52.1333223103
"96153","987","0","Robinia pseudoacacia, Robinie",Liegenschaftsservice,,,Bäume - Liegenschaftsservice,,11.6497549878,52.1000696424
"96154","8074","10","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,314,11.6324744948,52.0576055264
"96158","5313","14","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,115,11.6487057750,52.1602622576
"96159","5315","13","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,60,11.6488512415,52.1601756231
"96160","799","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,110,11.6546029588,52.1255916290
"96161","2295","5","Platanus x hybrida, Gewöhnliche Platane",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,26,11.6473649731,52.1369349641
"96162","827","10","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,60,11.6776647067,52.1247967544
"96163","3261","13","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,125,11.6533771957,52.0994982653
"96164","5057","15","Ulmus spec., Ulme",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,141,11.6368963298,52.1133733473
"96165","5917","14","Populus spec., Pappel",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,190,11.6565054325,52.1870867742
"96168","3836","6","Populus spec., Pappel",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,80,11.6616098594,52.1888145231
"96957",,"13","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,74,11.6754302477,52.0629350739
"96958",,"15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,200,11.6754130878,52.0629482341
"96959",,"17","Robinia pseudoacacia, Robinie",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,400,11.6754052058,52.0629579460
"96974","8076","15","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,142,11.5796993669,52.1319724312
"96976","8077","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,320,11.5797077344,52.1319655033
"97063","2114","0",Leerstelle,Liegenschaftsservice,,,Bäume - Liegenschaftsservice,,11.6678682563,52.1554412222
"97064","2117","0",Leerstelle,Liegenschaftsservice,,,Bäume - Liegenschaftsservice,,11.6676618216,52.1551823956
"97180","8078","15","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,122,11.6256827967,52.1424614216
"97227","8089","8","Ailanthus altissima, Götterbaum",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,110,11.6506234998,52.0824595508
"97228","8090","4","Koelreuteria paniculata, Blasenesche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,80,11.6506607274,52.0824128479
"97230","8092","4","Pinus spec., Kiefer",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,60,11.6507191703,52.0823177340
"97231","8093","9","Ailanthus altissima, Götterbaum",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,120,11.6507288504,52.0822988103
"97232","8094","6","Thuja spec., Lebensbaum",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,120,11.6507487159,52.0822374795
"97233","8095","3","Koelreuteria paniculata, Blasenesche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,26,11.6507505891,52.0822247569
"97234","8096","4","Abies spec., Tanne",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,30,11.6507938582,52.0821322326
"97236","8099","3","Abies spec., Tanne",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,25,11.6508280977,52.0820425196
"97237","8101","4","Acer campestre, Feldahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,80,11.6508567258,52.0819418712
"97239","8103","5","Quercus robur, Stieleiche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,100,11.6508987659,52.0819049524
"97240","8104","8","Picea spec., Fichte",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,113,11.6508871033,52.0818928942
"97241","8105","4","Prunus avium, Vogelkirsche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,135,11.6508867320,52.0818718585
"97242","8106","9","Picea spec., Fichte",Liegenschaftsservice,3.5,,Bäume - Liegenschaftsservice,74,11.6509022842,52.0818485759
"97243","8107","8","Abies spec., Tanne",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,85,11.6509260937,52.0818094593
"97244","8108","4","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,68,11.6509590945,52.0817481026
"97251","8109","5","Acer platanoides 'Globosum', Kugelahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,74,11.6510011939,52.0816457121
"97252","8110","10","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,120,11.6510591340,52.0815495301
"97265","8111","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,450,11.6510781532,52.0815379505
"97266","8112","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,174,11.6511025462,52.0815111414
"97267","8113","7","Tilia cordata, Winterlinde",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,40,11.6511155993,52.0814998760
"97268","8114","10","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,160,11.6510784959,52.0814569886
"97269","8115","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,170,11.6511034119,52.0814606992
"97270","8116","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,127,11.6511119963,52.0814366450
"97271","8117","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,98,11.6510154349,52.0814058131
"97272","8118","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,138,11.6511275656,52.0813988830
"97273","8119","16","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,270,11.6032670421,52.1325225862
"97711","8120","25","Tilia cordata, Winterlinde",Liegenschaftsservice,16,,Bäume - Liegenschaftsservice,200,11.6545728381,52.0993379635
"97712","8121","10","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,100,11.6546447189,52.0993483948
"97713","8122","9","Abies spec., Tanne",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,75,11.6545874444,52.0992691964
"97714","8123","12","Juglans regia, Walnuss",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,110,11.6546438706,52.0992898684
"97715","8124","10","Abies spec., Tanne",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,95,11.6547196604,52.0992948156
"97716","8125","18","Tilia cordata, Winterlinde",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,220,11.6546339878,52.0992439561
"97717","8126","12","Tilia cordata, Winterlinde",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,250,11.6546200893,52.0992091060
"97718","8127","25","Tilia cordata, Winterlinde",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,200,11.6546960976,52.0991808635
"97934","6676","7","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,420,11.5943143584,52.1425395615
"97935","6677","7","Tilia cordata, Winterlinde",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,85,11.5944434097,52.1425870818
"97936","6678","18","Salix alba 'Tristis', Trauerweide",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,240,11.5945151568,52.1425138282
"97937","6679","7","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,300,11.5945930609,52.1425917015
"97938","6680","7","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,64,11.5946110820,52.1425195406
"97939","6681","7","Salix cinerea, Asch-Weide - Grau-Weide",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,150,11.5944000702,52.1424927998
"97942","6684","6","Prunus avium, Vogelkirsche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,90,11.5944801439,52.1423742180
"97944","6686","6","Salix cinerea, Asch-Weide - Grau-Weide",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,120,11.5945175359,52.1423260018
"97945","6687","10","Pyrus communis, Gemeine Birne",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,150,11.5946228096,52.1423416705
"97950","4800","3","Malus sylvestris (communis), Wildapfel",Liegenschaftsservice,2.5,,Bäume - Liegenschaftsservice,62,11.6265814176,52.1638780544
"97951","4801","3","Prunus avium, Vogelkirsche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,26,11.6265628443,52.1639227140
"97952","4802","3","Prunus avium, Vogelkirsche",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,43,11.6265495921,52.1639559238
"97953","4804","3","Malus sylvestris (communis), Wildapfel",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,69,11.6264337537,52.1638364691
"97963","4803","12","Abies procera 'Glauca', Edeltanne",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,137,11.6264459046,52.1639335031
"97968",,"25","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,15,,Bäume - Liegenschaftsservice,190,11.6267570278,52.1387380068
"97969",,"25","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,170,11.6265101623,52.1386807367
"97970",,"15","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,70,11.6265074125,52.1386712653
"97971",,"25","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,150,11.6265123036,52.1386600049
"97972",,"18","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,92,11.6268304143,52.1386389762
"97973",,"19","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,93,11.6268342197,52.1386514817
"97974",,"15","Picea pungens 'Glauca', Blau-Fichte",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,70,11.6268473020,52.1386800579
"97975",,"22","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,83,11.6268308355,52.1386883388
"97976",,"15","Picea pungens 'Glauca', Blau-Fichte",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,63,11.6268502551,52.1386830497
"97977",,"12","Thuja spec., Lebensbaum",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,62,11.6268483658,52.1386931641
"98259",,"4","Tilia spec., Linde",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,28,11.6808931488,52.1480458596
"98261",,"12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,85,11.6549132631,52.1659819783
"98265",,"12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,95,11.5931131911,52.1561976733
"98266",,"18","Pinus sylvestris, Waldkiefer",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,190,11.5741141278,52.1197538219
"98267",,"18","Thuja spec., Lebensbaum",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,200,11.5741759453,52.1197820585
"98268",,"16","Ginkgo biloba, Ginkgo",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,130,11.5742469331,52.1197564965
"98269",,"24","Betula pendula, Sandbirke",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,180,11.5744582253,52.1197319163
"98270",,"22","Metasequoia glyptostroboides, Urweltmammutbaum",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,100,11.5745050866,52.1197769368
"98271",,"10","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,160,11.5741725041,52.1197451725
"98272",,"20","Picea spec., Fichte",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,90,11.5741114619,52.1196644896
"98273",,"16","Salix spec., Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,380,11.6068455082,52.0960647335
