fid,Baumnummer,Gattung,Stammumfang,Baumhoehe,Kronendurchmesser,Pflanzjahr,Objekt,Art,longitude,latitude
5066,  9012 - Lieg0,"Populus canadensis Hybride, Schwarzpappel-Hybride",90,28,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6103531067546,52.0586413490323
5067,  9014 - Lieg0,"Populus canadensis Hybride, Schwarzpappel-Hybride",110,22,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6102397343172,52.0586336095062
5068,  9015 - Lieg0,"Populus canadensis Hybride, Schwarzpappel-Hybride",180,24,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6101897544036,52.0586396633955
5069,  9019 - Lieg0,"Alnus glutinosa, Schwarzerle",100,20,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6098029023377,52.0586306095917
5070,  9020 - Lieg0,"Alnus glutinosa, Schwarzerle",150,16,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6095674833564,52.0586440096775
5071,  9021 - Lieg0,"Populus canadensis Hybride, Schwarzpappel-Hybride",160,25,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6093900309204,52.0586482110867
5072,  9022 - Lieg0,"Populus canadensis Hybride, Schwarzpappel-Hybride",190,23,12,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6092241143702,52.0586500882439
5073,  9024 - Lieg0,"Populus canadensis Hybride, Schwarzpappel-Hybride",160,22,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6091044863317,52.0586401479941
5074,  9025 - Lieg0,"Populus canadensis Hybride, Schwarzpappel-Hybride",135,25,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6090428630669,52.0586541934253
5075,  9026 - Lieg0,"Populus canadensis Hybride, Schwarzpappel-Hybride",105,16,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6088807774136,52.0586442042239
5076,  9027 - Lieg0,"Populus canadensis Hybride, Schwarzpappel-Hybride",185,27,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6087997578526,52.0586533732173
5077,  9028 - Lieg0,"Populus canadensis Hybride, Schwarzpappel-Hybride",140,25,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6087070853387,52.0586578540341
5078,  9029 - Lieg0,"Populus canadensis Hybride, Schwarzpappel-Hybride",205,24,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6086260892373,52.0586599178087
5079,  9030 - Lieg0,"Prunus spec., Kirsche, Pflaume",75,6,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6086223706052,52.0586361683554
5080,  9031 - Lieg0,"Populus canadensis Hybride, Schwarzpappel-Hybride",145,27,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6085103918303,52.0586548361235
5081,  9033 - Lieg0,"Populus canadensis Hybride, Schwarzpappel-Hybride",140,15,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6083174683209,52.058658928904
5082,  9034 - Lieg0,"Populus canadensis Hybride, Schwarzpappel-Hybride",180,28,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6082362941549,52.0586729572262
5083,  9035 - Lieg0,"Populus canadensis Hybride, Schwarzpappel-Hybride",165,28,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6080320318503,52.0586627317565
5084,  9037 - Lieg0,"Acer platanoides, Spitz-Ahorn",160,11,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6079097748953,52.058680277575
5085,  9038 - Lieg0,"Populus canadensis Hybride, Schwarzpappel-Hybride",195,28,12,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6078833981054,52.0586682712295
5086,  9040 - Lieg0,"Populus canadensis Hybride, Schwarzpappel-Hybride",150,14,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6076300438281,52.0586593119252
5087,  9041 - Lieg0,"Acer platanoides, Spitz-Ahorn",80,11,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6075946375581,52.0586600958203
5088,  9045 - Lieg0,"Acer platanoides, Spitz-Ahorn",65,9,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6070698089697,52.0586892508935
5089,  9046 - Lieg0,"Populus canadensis Hybride, Schwarzpappel-Hybride",190,25,14,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.607083277859,52.0586775314717
5090,  9039 - Lieg0,"Acer platanoides, Spitz-Ahorn",100,12,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6076815150899,52.0586613199297
5091,  8172 - Lieg0,"Prunus serrulata 'Kanzan', Zierkirsche Kanzan",155,5,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6019686121615,52.1311584177765
5092,  8173 - Lieg0,"Acer platanoides, Spitz-Ahorn",70,8,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.601983686628,52.1312112650174
5093,  8174 - Lieg0,"Prunus spec., Kirsche, Pflaume",110,8,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6020187775829,52.1311892355134
5094,  8175 - Lieg0,"Juglans regia, Walnuss",55,10,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6020570562569,52.1311891098287
5095,  8176 - Lieg0,"Fagus sylvatica, Rotbuche",70,13,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.602093342778,52.1311848913182
5096,  8177 - Lieg0,"Fagus sylvatica, Rotbuche",65,14,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6021565114426,52.1311906011154
5097,  8180 - Lieg0,"Salix spec., Weide",246,15,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6022809718439,52.1311999037225
5098,  8182 - Lieg0,"Juglans regia, Walnuss",130,10,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6023474882522,52.1311527503612
5099,  8183 - Lieg0,"Picea spec., Fichte",150,18,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6024088703012,52.1311629060621
5100,  8184 - Lieg0,"Acer negundo, Eschenahorn",45,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6024202026952,52.1312244380023
5101,  8185 - Lieg0,"Acer negundo, Eschenahorn",80,15,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6024526286859,52.131226689685
5102,  8186 - Lieg0,"Acer negundo, Eschenahorn",125,15,12,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6025189407823,52.1312336788318
5103,  8187 - Lieg0,"Prunus spec., Kirsche, Pflaume",50,7,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6025478924215,52.1312440110149
5104,  8188 - Lieg0,"Prunus avium, Vogelkirsche",43,9,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6025954826012,52.1311955667738
5105,  8189 - Lieg0,"Acer negundo, Eschenahorn",40,9,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6026096264183,52.1311875204209
5106,  8190 - Lieg0,"Acer negundo, Eschenahorn",50,9,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6026156763342,52.131201056239
5107,  8191 - Lieg0,"Prunus avium, Vogelkirsche",160,11,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6026222645703,52.1312388613746
5108,  8194 - Lieg0,"Prunus spec., Kirsche, Pflaume",45,6,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6028719452767,52.1312704886016
5109,  8195 - Lieg0,"Juglans regia, Walnuss",110,7,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.602891947411,52.1312802089802
5110,  8196 - Lieg0,"Prunus spec., Kirsche, Pflaume",100,7,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6029481337115,52.1312739319602
5111,  8197 - Lieg0,"Acer platanoides, Spitz-Ahorn",0,9,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6029517566057,52.1312383294383
5112,  8198 - Lieg0,"Fraxinus excelsior, Gemeine Esche",70,8,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6417441345345,52.0977183225635
5113,  8199 - Lieg0,"Fraxinus excelsior, Gemeine Esche",90,8,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6417620094512,52.0977045219716
5114,  8200 - Lieg0,"Fraxinus excelsior, Gemeine Esche",90,10,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6417815730533,52.0977242279577
5115,  8201 - Lieg0,"Prunus avium, Vogelkirsche",65,6,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6418892395566,52.0977621030407
5116,  8202 - Lieg0,"Fraxinus excelsior, Gemeine Esche",70,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6419474416696,52.0977709601824
5117,  8203 - Lieg0,"Fraxinus excelsior, Gemeine Esche",240,8,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6419895761518,52.0977797279473
5118,  8204 - Lieg0,"Fraxinus excelsior, Gemeine Esche",103,8,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6420980301221,52.0978136281975
5119,  8205 - Lieg0,"Fraxinus excelsior, Gemeine Esche",180,5,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6422518103402,52.0978460621825
5120,  8206 - Lieg0,"Fraxinus excelsior, Gemeine Esche",140,8,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6424340146941,52.0978850529886
5121,  8207 - Lieg0,"Fraxinus excelsior, Gemeine Esche",150,8,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6424761498046,52.0978987667994
5122,  8208 - Lieg0,"Fraxinus excelsior, Gemeine Esche",150,8,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.642586337102,52.0979175192366
5123,  8209 - Lieg0,"Fraxinus excelsior, Gemeine Esche",200,9,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6426186515382,52.0979330720367
5124,  8210 - Lieg0,"Fraxinus excelsior, Gemeine Esche",110,9,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6426543215856,52.0979362289456
5125,  8210 - Lieg0,"Prunus spec., Kirsche, Pflaume",140,5,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6426899949752,52.0979468500835
5126,  8211 - Lieg0,"Ailanthus altissima, Götterbaum",160,9,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6418437164743,52.0980788732813
5127,  8212 - Lieg0,"Ailanthus altissima, Götterbaum",60,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6418681277062,52.0981064744568
5128,  8213 - Lieg0,"Fraxinus excelsior, Gemeine Esche",65,5,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5995276015277,52.1124441589102
5129,  8214 - Lieg0,"Fraxinus excelsior, Gemeine Esche",95,8,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5995251044778,52.1124639987213
5130,  5134 - Lieg0,"Ailanthus altissima, Götterbaum",60,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6421123586369,52.0984885196106
5131,  5134 - Lieg0,"Ailanthus altissima, Götterbaum",60,6,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6421014095291,52.098470951609
5132,  8214 - Lieg0,"Ailanthus altissima, Götterbaum",120,3,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5993633284573,52.1125003022189
5133,  4040 - Lieg0,"Prunus avium, Vogelkirsche",140,10,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6457995519316,52.0534724109054
5134,  1482 - Lieg0,"Populus spec., Pappel",95,9,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6807876092543,52.1497002781146
5135,  1506 - Lieg0,"Betula pendula, Sandbirke",45,8,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6830906329692,52.1500942867282
5136,  1968 - Lieg0,"Acer campestre, Feldahorn",110,17,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.698646234096,52.1488364537117
5137,  1968 - Lieg0,"Ulmus spec., Ulme",63,14,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6987838604117,52.1489005266945
5138,  297 - Lieg0,"Acer platanoides, Spitz-Ahorn",60,10,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.584953918351,52.1097729280367
5139,  5134 - Lieg0,"Ailanthus altissima, Götterbaum",66,8,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6419432857566,52.0982103387545
5140,  7389 - Lieg0,"Acer campestre, Feldahorn",50,7,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5928157421551,52.1561469396625
5141,  55 - Lieg0,"Ulmus spec., Ulme",81,8,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5884587357445,52.0972941821948
5142,  55 - Lieg0,"Acer platanoides, Spitz-Ahorn",200,10,12,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5884232665248,52.0972975717146
5143,  55 - Lieg0,"Robinia pseudoacacia, Robinie",180,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5885994268141,52.0970918630052
5144,  55 - Lieg0,"Fraxinus excelsior, Gemeine Esche",270,16,11,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5886271782341,52.0970389719044
5145,  55 - Lieg0,"Prunus padus, Traubenkirsche",75,6,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5887599737744,52.096808623478
5146,  9047 - Lieg0,"Fraxinus excelsior, Gemeine Esche",60,11,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6563061074144,52.0924432585397
5147,  9048 - Lieg0,"Acer campestre, Feldahorn",60,5,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6563952155289,52.0924859527257
5148,  9049 - Lieg1,"Fraxinus excelsior, Gemeine Esche",0,9,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6565002440002,52.0925154983582
5149,  9050 - Lieg2,"Acer campestre, Feldahorn",130,5,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6565060085227,52.0925314599551
5150,  9051 - Lieg3,"Acer campestre, Feldahorn",25,5,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6565353855176,52.0925327503023
5151,  9052 - Lieg4,"Acer campestre, Feldahorn",15,2,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6566343568328,52.0925740720595
5152,  9053 - Lieg5,"Acer platanoides, Spitz-Ahorn",70,9,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6566192247966,52.0925484708438
5153,  9054 - Lieg6,"Acer campestre, Feldahorn",100,5,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6566800525238,52.0925985709622
5154,  9055 - Lieg7,"Acer platanoides, Spitz-Ahorn",50,9,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6566945723701,52.0925949476759
5155,  9056 - Lieg8,"Acer campestre, Feldahorn",40,0,0,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6567388177177,52.0925946946646
5156,  9058 - Lieg10,"Acer campestre, Feldahorn",0,6,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6567825777708,52.0926260642445
5157,  9059 - Lieg11,"Ulmus spec., Ulme",45,3,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6568417211842,52.0926520535298
5158,  9060 - Lieg12,"Acer campestre, Feldahorn",0,6,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6568659025992,52.0926681990452
5159,  9061 - Lieg13,"Acer campestre, Feldahorn",35,6,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6568801086814,52.0926792696405
5160,  9062 - Lieg14,"Fraxinus excelsior, Gemeine Esche",40,7,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.656896504096,52.0926879634154
5161,  9064 - Lieg16,"Ulmus spec., Ulme",560,10,15,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6569560399852,52.0927207755989
5162,  4905 - Lieg0,"Juglans regia, Walnuss",0,0,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6214173381753,52.0879506278046
5163,  4905 - Lieg0,"Juglans regia, Walnuss",0,0,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6214213650743,52.0879588028814
5164,  5021 - Lieg0,"Salix alba, Baum-Weide - Kopf-Weide",0,6,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5899895570478,52.141625453079
5165,  5022 - Lieg0,"Abies spec., Tanne",70,9,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5899332010399,52.141832300247
5166,  9068 - Lieg0,"Fraxinus excelsior, Gemeine Esche",170,10,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6710768886807,52.0771058304772
5167,  9069 - Lieg0,"Fraxinus excelsior, Gemeine Esche",180,11,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6709345696628,52.077082205252
5168,  9070 - Lieg1,"Fraxinus excelsior, Gemeine Esche",140,10,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.670885949356,52.0770707765955
5169,  9071 - Lieg2,"Fraxinus excelsior, Gemeine Esche",165,10,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.67073191823,52.0770456265335
5170,  9072 - Lieg3,"Acer platanoides, Spitz-Ahorn",173,10,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6706039997473,52.0770198842509
5171,  9100 - Lieg0,"Fraxinus excelsior, Gemeine Esche",450,22,14,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6262796381947,52.0424401116986
5172,  9101 - Lieg0,"Fraxinus excelsior, Gemeine Esche",450,20,13,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.626365360993,52.0424576477704
5173,  9102 - Lieg0,"Fraxinus excelsior, Gemeine Esche",278,18,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.626446319527,52.0424774159213
5174,  9103 - Lieg0,"Fraxinus excelsior, Gemeine Esche",0,24,14,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6265279179906,52.0424927679558
5175,  9104 - Lieg0,"Fraxinus excelsior, Gemeine Esche",360,24,12,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6265979966612,52.0425122532138
5176,  9105 - Lieg0,"Fraxinus excelsior, Gemeine Esche",355,24,14,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.626688275515,52.0425405973479
5177,  9106 - Lieg0,"Populus canadensis, Kanadische Pappel",455,26,16,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6270243760335,52.0426547155565
5178,  9107 - Lieg0,"Populus canadensis, Kanadische Pappel",450,26,16,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6271464458304,52.0426930073753
5179,  9108 - Lieg0,"Fraxinus excelsior, Gemeine Esche",50,10,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6270817488363,52.0426945090115
5180,  9109 - Lieg0,"Populus canadensis, Kanadische Pappel",400,26,15,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6272843846922,52.0427335516198
5181,  9110 - Lieg0,"Fraxinus excelsior, Gemeine Esche",60,10,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6273722749507,52.0427650860076
5182,  9111 - Lieg0,"Fraxinus excelsior, Gemeine Esche",0,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6274613858956,52.0427928662899
5183,  9112 - Lieg0,"Fraxinus excelsior, Gemeine Esche",70,8,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6276758088222,52.0428686713096
5184,  9113 - Lieg0,"Fraxinus excelsior, Gemeine Esche",70,8,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6277554783131,52.0428879521406
5185,  9114 - Lieg0,"Fraxinus excelsior, Gemeine Esche",50,8,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6278494720654,52.0429149815295
5186,  9115 - Lieg0,"Fraxinus excelsior, Gemeine Esche",80,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6279452927175,52.0429484994465
5187,  9116 - Lieg0,"Populus canadensis, Kanadische Pappel",420,26,16,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6280069835277,52.0429670591137
5188,  9117 - Lieg0,"Fraxinus excelsior, Gemeine Esche",80,8,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6280607522219,52.0429783749951
5189,  9118 - Lieg0,"Fraxinus excelsior, Gemeine Esche",50,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6281153193048,52.0429923467819
5190,  9119 - Lieg0,"Populus canadensis, Kanadische Pappel",0,26,15,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6281703045948,52.0430104939939
5191,  9120 - Lieg0,"Fraxinus excelsior, Gemeine Esche",0,8,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.628210537731,52.0430241043876
5192,  9121 - Lieg0,"Fraxinus excelsior, Gemeine Esche",100,10,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6283790741023,52.0430808072417
5193,  9122 - Lieg0,"Fraxinus excelsior, Gemeine Esche",80,10,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6284239929368,52.0430941825339
5194,  9123 - Lieg0,"Fraxinus excelsior, Gemeine Esche",0,10,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6284953938331,52.0431195561314
5195,  9124 - Lieg0,"Fraxinus excelsior, Gemeine Esche",480,26,18,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.628644491849,52.0431683493577
5196,  9125 - Lieg0,"Fraxinus excelsior, Gemeine Esche",380,24,14,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.628858790201,52.0432353472429
5197,  9126 - Lieg0,"Acer pseudoplatanus, Berg-Ahorn",92,16,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6680236629353,52.0823219902873
5198,  9127 - Lieg0,"Acer campestre, Feldahorn",40,13,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6679200699632,52.082301174161
5199,  9128 - Lieg0,"Robinia pseudoacacia, Robinie",140,22,12,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6678993508616,52.0822993523845
5200,  9129 - Lieg0,"Robinia pseudoacacia, Robinie",0,16,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6678680370269,52.0822744103793
5201,  9130 - Lieg0,"Robinia pseudoacacia, Robinie",65,10,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6678871655612,52.0823345689161
5202,  9131 - Lieg0,"Robinia pseudoacacia, Robinie",124,22,15,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677954615284,52.0823136679001
5203,  9132 - Lieg0,"Robinia pseudoacacia, Robinie",150,20,15,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677766860691,52.0822753450338
5204,  9133 - Lieg0,"Robinia pseudoacacia, Robinie",114,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677626044794,52.0822934762823
5205,  9134 - Lieg0,"Robinia pseudoacacia, Robinie",88,18,16,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677324296162,52.0823359198704
5206,  9135 - Lieg0,"Robinia pseudoacacia, Robinie",97,17,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677109719499,52.0823878410909
5207,  9136 - Lieg0,"Robinia pseudoacacia, Robinie",180,24,12,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677042664257,52.0824092688747
5208,  9137 - Lieg0,"Acer platanoides, Spitz-Ahorn",77,16,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.66770896029,52.0824554210058
5209,  9138 - Lieg0,"Robinia pseudoacacia, Robinie",160,8,0,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.667778697729,52.0824616020857
5210,  9139 - Lieg0,"Acer platanoides, Spitz-Ahorn",20,10,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677679688883,52.0824117413109
5211,  9140 - Lieg0,"Robinia pseudoacacia, Robinie",160,24,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677699805444,52.0823717702457
5212,  9141 - Lieg0,"Robinia pseudoacacia, Robinie",57,10,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6678511173705,52.0824088568031
5213,  9142 - Lieg0,"Robinia pseudoacacia, Robinie",0,10,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6678470940647,52.0824294604343
5214,  9143 - Lieg0,"Acer campestre, Feldahorn",30,7,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6679087848636,52.0824179224006
5215,  9144 - Lieg0,"Tilia cordata, Winterlinde",30,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6679085662562,52.0824382035239
5216,  9145 - Lieg0,"Robinia pseudoacacia, Robinie",55,16,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6678947063572,52.0824399507051
5217,  9146 - Lieg0,"Robinia pseudoacacia, Robinie",115,18,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6678655683382,52.0824906428116
5218,  9147 - Lieg0,"Acer pseudoplatanus, Berg-Ahorn",107,16,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6679976671284,52.0824774565092
5219,  9148 - Lieg0,"Acer pseudoplatanus, Berg-Ahorn",45,10,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6680177836981,52.0824102887008
5220,  3435 - Lieg0,"Prunus avium, Vogelkirsche",100,7,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6335183528426,52.0453176007148
5221,  3435 - Lieg0,"Malus spec., Apfel",120,6,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6331608511129,52.0452645744393
5222,  9149 - Lieg0,"Acer platanoides, Spitz-Ahorn",0,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6678580141291,52.0825485128986
5223,  9150 - Lieg0,"Acer pseudoplatanus, Berg-Ahorn",90,18,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6679027052554,52.0825310533584
5224,  9151 - Lieg0,"Acer pseudoplatanus, Berg-Ahorn",91,14,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6676848985801,52.0825658275278
5225,  9152 - Lieg0,"Robinia pseudoacacia, Robinie",81,16,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6676731541116,52.0825454879265
5226,  9153 - Lieg0,"Robinia pseudoacacia, Robinie",45,8,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6676197701195,52.0825356461696
5227,  9154 - Lieg0,"Fraxinus excelsior, Gemeine Esche",80,17,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6676421913882,52.0824687222248
5228,  9155 - Lieg0,"Robinia pseudoacacia, Robinie",92,17,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6676859662659,52.082481844578
5229,  9156 - Lieg0,"Acer platanoides, Spitz-Ahorn",35,6,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6675619969778,52.0826227072497
5230,  9157 - Lieg0,"Acer platanoides, Spitz-Ahorn",83,13,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6674954720296,52.0826970646613
