fid,Baumnummer,Gattung,Stammumfang,Baumhoehe,Kronendurchmesser,Pflanzjahr,Objekt,Art,longitude,latitude
167,  189 - Lieg189,"Fraxinus excelsior, Gemeine Esche",148,18,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5849775572925,52.1135325532688
168,  190 - Lieg190,"Fraxinus excelsior, Gemeine Esche",390,15,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5849006878251,52.1135412720642
169,  191 - Lieg191,"Prunus mahaleb, Weichselkirsche",57,7,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5848915536031,52.1135351323476
170,  192 - Lieg192,"Fraxinus excelsior, Gemeine Esche",220,16,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5848336337727,52.1135466998865
171,  193 - Lieg193,"Fraxinus excelsior, Gemeine Esche",180,10,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5848210654759,52.1135483605053
172,  194 - Lieg194,"Acer pseudoplatanus, Berg-Ahorn",88,15,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5848023579279,52.1135504525595
173,  195 - Lieg195,"Acer pseudoplatanus, Berg-Ahorn",495,18,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.584717430186,52.1135635477399
174,  197 - Lieg197,"Fraxinus excelsior, Gemeine Esche",210,15,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5846518318199,52.1135688895701
175,  198 - Lieg198,"Fraxinus excelsior, Gemeine Esche",210,16,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5846489994135,52.1135588165522
176,  199 - Lieg199,"Acer pseudoplatanus, Berg-Ahorn",80,13,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5845919588539,52.113571192044
177,  200 - Lieg200,"Fraxinus excelsior, Gemeine Esche",122,16,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.584561248591,52.1135763891181
178,  201 - Lieg201,"Fraxinus excelsior, Gemeine Esche",80,13,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5845277960554,52.1135788764775
179,  202 - Lieg202,"Acer pseudoplatanus, Berg-Ahorn",90,16,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5844953714774,52.1135814581908
180,  203 - Lieg203,"Acer pseudoplatanus, Berg-Ahorn",74,15,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5844448032251,52.1135885566358
181,  211 - Lieg211,"Fraxinus excelsior, Gemeine Esche",120,16,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5840795093606,52.1136252015963
182,  212 - Lieg212,"Fraxinus excelsior, Gemeine Esche",110,17,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5840634429268,52.1136264891936
183,  213 - Lieg213,"Fraxinus excelsior, Gemeine Esche",85,13,0.5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5840526167459,52.1136289748578
184,  214 - Lieg214,"Fraxinus excelsior, Gemeine Esche",75,15,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5840427454313,52.1136224645398
185,  215 - Lieg215,"Fraxinus excelsior, Gemeine Esche",80,15,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5840234170677,52.1136292284718
186,  216 - Lieg216,"Fraxinus excelsior, Gemeine Esche",60,14,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.584021439784,52.1136225720251
187,  217 - Lieg217,"Acer pseudoplatanus, Berg-Ahorn",99,17,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5839963780392,52.113632995938
188,  218 - Lieg218,"Acer pseudoplatanus, Berg-Ahorn",64,13,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5839571124133,52.1136319594371
189,  219 - Lieg219,"Acer pseudoplatanus, Berg-Ahorn",80,12,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5838191704822,52.1136467470442
190,  220 - Lieg220,"Fraxinus excelsior, Gemeine Esche",69,13,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.583764239911,52.1136514138068
191,  125 - Lieg125,"Acer platanoides, Spitz-Ahorn",180,14,12,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5766914331297,52.1118736657282
192,  139 - Lieg139,"Populus canadensis Hybride, Schwarzpappel-Hybride",280,16,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5773307335738,52.1140046091339
193,  140 - Lieg140,"Populus canadensis Hybride, Schwarzpappel-Hybride",70,14,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5773050610191,52.1139925804122
194,  141 - Lieg141,"Populus canadensis Hybride, Schwarzpappel-Hybride",110,5,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5771798833808,52.1139445975627
195,  168 - Lieg168,"Populus canadensis Hybride, Schwarzpappel-Hybride",85,13,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5858590791587,52.1134449191027
196,  172 - Lieg172,"Acer pseudoplatanus, Berg-Ahorn",132,15,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5857783662571,52.1134465373834
197,  173 - Lieg173,"Acer pseudoplatanus, Berg-Ahorn",62,14,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5857186149365,52.1134532083762
198,  175 - Lieg175,"Acer pseudoplatanus, Berg-Ahorn",78,15,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5856416340544,52.1134680723428
199,  176 - Lieg176,"Acer pseudoplatanus, Berg-Ahorn",82,16,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5856387435381,52.1134585132246
200,  177 - Lieg177,"Fraxinus excelsior, Gemeine Esche",250,15,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5855808966471,52.1134640182304
201,  204 - Lieg204,"Fraxinus excelsior, Gemeine Esche",200,16,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5844054677725,52.1135948960998
202,  205 - Lieg205,"Fraxinus excelsior, Gemeine Esche",103,16,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5843589267332,52.1136072210629
203,  206 - Lieg206,"Fraxinus excelsior, Gemeine Esche",162,16,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5843217864418,52.1135987368094
204,  207 - Lieg207,"Fraxinus excelsior, Gemeine Esche",90,15,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5842487159669,52.1136077315814
205,  208 - Lieg208,"Acer pseudoplatanus, Berg-Ahorn",230,18,12,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.584186639727,52.1136120966061
206,  209 - Lieg209,"Fraxinus excelsior, Gemeine Esche",70,13,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5841714577624,52.1136115032649
207,  210 - Lieg210,"Fraxinus excelsior, Gemeine Esche",170,14,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5841424792927,52.1136201245668
208,  221 - Lieg221,"Acer pseudoplatanus, Berg-Ahorn",275,16,12,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5837028992229,52.1136558703637
209,  222 - Lieg222,"Acer pseudoplatanus, Berg-Ahorn",285,16,12,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5835453471807,52.1136750805214
210,  150 - Lieg150,"Acer pseudoplatanus, Berg-Ahorn",46,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.586768113546,52.1133443538965
211,  226 - Lieg226,"Acer negundo, Eschenahorn",320,7,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5853774634494,52.1112667627265
212,  227 - Lieg227,"Acer negundo, Eschenahorn",85,12,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5851110868682,52.1111690970938
213,  228 - Lieg228,"Salix alba, Baum-Weide - Kopf-Weide",320,13,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5843516208379,52.1111247833675
214,  229 - Lieg229,"Acer negundo, Eschenahorn",111,13,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5836903890223,52.1112712113811
215,  230 - Lieg230,"Prunus avium, Vogelkirsche",75,10,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5834247264151,52.1112843204389
216,  232 - Lieg232,"Acer negundo, Eschenahorn",52,11,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5832697304504,52.1113142479151
217,  233 - Lieg233,"Prunus avium, Vogelkirsche",66,10,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5829930345534,52.1113462134449
218,  234 - Lieg234,"Acer negundo, Eschenahorn",110,13,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5829001967786,52.1113548133587
219,  235 - Lieg235,"Prunus mahaleb, Weichselkirsche",63,6,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5828279543942,52.1113608933743
220,  238 - Lieg238,"Acer negundo, Eschenahorn",70,8,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.582792033929,52.1110958467756
221,  239 - Lieg239,"Acer negundo, Eschenahorn",65,9,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5827908898298,52.1110002759537
222,  240 - Lieg240,"Acer negundo, Eschenahorn",55,9,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5827832790768,52.1109671685637
223,  241 - Lieg241,"Juglans regia, Walnuss",50,5,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5827586930047,52.1108299342478
224,  242 - Lieg242,"Acer negundo, Eschenahorn",110,13,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5816734151466,52.1097881330025
225,  243 - Lieg243,"Acer negundo, Eschenahorn",570,16,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5817972069215,52.1098021477586
226,  244 - Lieg244,"Acer pseudoplatanus, Berg-Ahorn",74,12,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5817561269861,52.1097812847045
227,  247 - Lieg247,"Acer negundo, Eschenahorn",98,15,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5820913477547,52.109766385336
228,  248 - Lieg248,"Acer pseudoplatanus, Berg-Ahorn",80,16,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5821118527139,52.1097698929414
229,  249 - Lieg249,"Acer pseudoplatanus, Berg-Ahorn",65,16,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5821809477279,52.1097548892838
230,  250 - Lieg250,"Acer pseudoplatanus, Berg-Ahorn",72,16,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5822282530165,52.1097520540301
231,  251 - Lieg251,"Acer negundo, Eschenahorn",100,14,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5823170881988,52.1097349090247
232,  252 - Lieg252,"Acer negundo, Eschenahorn",66,13,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5823662955051,52.1097296039145
233,  254 - Lieg254,"Prunus avium, Vogelkirsche",74,15,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.582510832254,52.1097184324522
234,  256 - Lieg256,"Prunus avium, Vogelkirsche",77,13,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.58265519094,52.1097117612299
235,  257 - Lieg257,"Prunus avium, Vogelkirsche",59,12,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5827640823622,52.1097004714154
236,  259 - Lieg259,"Acer negundo, Eschenahorn",69,6,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5829648332193,52.1096839304428
237,  261 - Lieg261,"Acer negundo, Eschenahorn",60,8,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5832304099211,52.1096619211208
238,  262 - Lieg262,"Acer negundo, Eschenahorn",50,10,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5833098219676,52.1096636874477
239,  263 - Lieg263,"Prunus avium, Vogelkirsche",75,13,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5833421964419,52.1096577617262
240,  266 - Lieg266,"Acer negundo, Eschenahorn",60,12,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5836374587004,52.1096313235889
241,  267 - Lieg267,"Acer negundo, Eschenahorn",60,10,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5836845590524,52.1096375752043
242,  269 - Lieg269,"Prunus avium, Vogelkirsche",60,16,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5837283591875,52.1096271721243
243,  270 - Lieg270,"Acer pseudoplatanus, Berg-Ahorn",55,13,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5837775194324,52.1096210580808
244,  271 - Lieg271,"Acer negundo, Eschenahorn",65,2,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5837875570837,52.1096304605257
245,  272 - Lieg272,"Acer negundo, Eschenahorn",190,10,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5838045307897,52.1096284695882
246,  273 - Lieg273,"Acer negundo, Eschenahorn",93,13,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5838587974196,52.1096172074414
247,  274 - Lieg274,"Acer negundo, Eschenahorn",87,14,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5839196694876,52.1096090379133
248,  275 - Lieg275,"Prunus avium, Vogelkirsche",94,15,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5838959708391,52.1096058704456
249,  276 - Lieg276,"Acer negundo, Eschenahorn",58,15,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5839401397585,52.1096018442526
250,  278 - Lieg278,"Acer negundo, Eschenahorn",58,10,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.583997582758,52.1096000450022
251,  279 - Lieg279,"Acer negundo, Eschenahorn",60,14,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5840430992954,52.1096066909275
252,  280 - Lieg280,"Acer negundo, Eschenahorn",84,15,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.584080913303,52.1095963290586
253,  281 - Lieg281,"Acer negundo, Eschenahorn",43,10,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5841180219298,52.1095990225446
254,  282 - Lieg282,"Prunus avium, Vogelkirsche",64,16,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5841434498948,52.109604310371
255,  283 - Lieg283,"Acer negundo, Eschenahorn",50,13,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5841683342692,52.1095875771817
256,  284 - Lieg284,"Acer negundo, Eschenahorn",64,14,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5842476366964,52.1095899747916
257,  286 - Lieg286,"Acer negundo, Eschenahorn",153,9,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.584381989185,52.109566883783
258,  287 - Lieg287,"Acer negundo, Eschenahorn",123,15,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.584435070668,52.1096058284901
259,  288 - Lieg288,"Acer negundo, Eschenahorn",60,8,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5845282103381,52.1095722200741
260,  289 - Lieg289,"Acer negundo, Eschenahorn",180,12,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5845595070552,52.1095956349457
261,  290 - Lieg290,"Acer negundo, Eschenahorn",42,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5845738586789,52.1095685209146
262,  291 - Lieg291,"Acer negundo, Eschenahorn",260,13,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5846084937578,52.109563804283
263,  292 - Lieg292,"Acer negundo, Eschenahorn",85,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5846699906701,52.1095563401023
264,  293 - Lieg293,"Acer negundo, Eschenahorn",65,9,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.584690366524,52.1095525657338
265,  294 - Lieg294,"Acer negundo, Eschenahorn",74,11,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5847186707779,52.1095545528521
266,  295 - Lieg295,"Prunus avium, Vogelkirsche",300,11,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5847987048747,52.1095771683684
267,  296 - Lieg296,"Acer negundo, Eschenahorn",112,13,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5848162083908,52.1095489959323
268,  297 - Lieg297,"Acer negundo, Eschenahorn",120,16,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5848749540893,52.1095444697663
269,  298 - Lieg298,"Acer negundo, Eschenahorn",62,10,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5849648109212,52.1098529381185
270,  299 - Lieg299,"Acer negundo, Eschenahorn",52,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.584978392138,52.1098958067454
271,  300 - Lieg300,"Acer negundo, Eschenahorn",58,13,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5849858320956,52.1099309861556
272,  301 - Lieg301,"Acer negundo, Eschenahorn",75,13,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5850099565375,52.1099844151265
273,  302 - Lieg302,"Acer negundo, Eschenahorn",61,7,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5850159907948,52.1100129705273
274,  756 - Lieg756,"Acer platanoides, Spitz-Ahorn",155,14,12,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6574495216338,52.1186519415711
275,  757 - Lieg757,"Acer platanoides, Spitz-Ahorn",70,10,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.657809091133,52.1186452710333
276,  758 - Lieg758,"Acer platanoides, Spitz-Ahorn",273,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6578123778595,52.1186514021772
277,  759 - Lieg759,"Acer platanoides, Spitz-Ahorn",75,13,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6578306266551,52.1186659192116
278,  760 - Lieg760,"Acer platanoides, Spitz-Ahorn",152,14,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.657847188223,52.1186741790921
279,  761 - Lieg761,"Acer platanoides, Spitz-Ahorn",188,13,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6578638368902,52.118681447759
280,  762 - Lieg762,"Acer platanoides, Spitz-Ahorn",130,13,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6578772010435,52.1186875314655
281,  763 - Lieg763,"Acer platanoides, Spitz-Ahorn",60,10,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6579119702638,52.1187071616863
282,  764 - Lieg764,"Acer platanoides, Spitz-Ahorn",188,11,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6579236019575,52.1187185004927
283,  765 - Lieg765,"Ulmus laevis, Flatterulme",99,14,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6579235331277,52.1187247073204
284,  766 - Lieg766,"Acer platanoides, Spitz-Ahorn",60,10,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6579385587205,52.1187267965581
285,  767 - Lieg767,"Acer platanoides, Spitz-Ahorn",80,13,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6579517723262,52.1187401681055
286,  768 - Lieg768,"Acer platanoides, Spitz-Ahorn",99,13,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6579633552554,52.1187433242393
287,  769 - Lieg769,"Acer platanoides, Spitz-Ahorn",82,11,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6580763334808,52.1188227034667
288,  770 - Lieg770,"Acer platanoides, Spitz-Ahorn",75,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6580895571563,52.1188288802499
289,  771 - Lieg771,"Acer platanoides, Spitz-Ahorn",132,12,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6581460640983,52.1188578225981
290,  772 - Lieg772,"Acer platanoides, Spitz-Ahorn",139,14,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6582091630086,52.1189042427972
291,  773 - Lieg773,"Acer platanoides, Spitz-Ahorn",100,13,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6576512616345,52.1186468522352
292,  774 - Lieg774,"Acer platanoides, Spitz-Ahorn",110,14,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6576487399047,52.1186609384258
293,  775 - Lieg775,"Acer platanoides, Spitz-Ahorn",280,11,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6576384631474,52.1186600910226
294,  776 - Lieg776,"Acer negundo, Eschenahorn",250,15,12,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6580341677785,52.1190126007211
295,  777 - Lieg777,"Acer platanoides, Spitz-Ahorn",73,12,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6580060716451,52.1190265443353
296,  778 - Lieg778,"Acer platanoides, Spitz-Ahorn",71,10,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6580048479097,52.1190305289252
297,  779 - Lieg779,"Acer platanoides, Spitz-Ahorn",67,11,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6579932938657,52.1190327680348
298,  780 - Lieg780,"Acer negundo, Eschenahorn",104,6,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6579932854077,52.1190375345962
299,  781 - Lieg781,"Acer platanoides, Spitz-Ahorn",80,13,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.657973008137,52.1190429382066
300,  797 - Lieg797,"Robinia pseudoacacia, Robinie",195,16,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6544415147654,52.1255647788351
301,  798 - Lieg798,"Populus canadensis Hybride, Schwarzpappel-Hybride",113,16,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6545659259149,52.125588056545
302,  816 - Lieg816,"Pyrus communis, Gemeine Birne",130,8,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6772894308191,52.1247810892557
303,  817 - Lieg817,"Acer pseudoplatanus, Berg-Ahorn",56,9,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6774455867608,52.1248438211788
304,  818 - Lieg818,"Acer pseudoplatanus, Berg-Ahorn",43,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6774595032673,52.1248395479909
